Title,Entity,Nationality,Country,From,To,Prohibited Practice,Source,Tipo de sancion del BID,IDB Sanction Source,Other Name
Nama Hotels Private Limited,Firm,India," India",2018-02-02T00:00,Ongoing," Fraud",WBG cross debarment,NULL,NULL,NULL
Madhucon Infra. Limited,Firm,India," India",2018-02-02T00:00,Ongoing," Fraud",WBG cross debarment,NULL,NULL,NULL
Madhucon Heights Private Limited,Firm,India," India",2018-02-02T00:00,Ongoing," Fraud",WBG cross debarment,NULL,NULL,NULL
Madhucon Mega Mall Private Limited,Firm,India," India",2018-02-02T00:00,Ongoing," Fraud",WBG cross debarment,NULL,NULL,NULL
Madurai-Tuticorin Expressways Limited,Firm,India," India",2018-02-02T00:00,Ongoing," Fraud",WBG cross debarment,NULL,NULL,NULL
Mactebac Contractors Limited,Firm,Kenya," Kenya",2022-02-17T00:00,Ongoing," Fraud",AfDB cross debarment,NULL,NULL,NULL
Joram Opala Otieno (a.k.a. Joram Opala),Individual,Kenya," Kenya",2022-02-17T00:00,Ongoing," Fraud",AfDB cross debarment,NULL,NULL,NULL
"Shandong Construction Group Co., Ltd.",Firm,China," Kenya",2022-02-17T00:00,2024-10-18 00:00:00," Fraud",AfDB cross debarment,NULL,NULL,NULL
Alyans Beton Limited Liability Company,Firm,Azerbaijan," Uzbekistan",2022-02-23T00:00,2028-02-09 00:00:00," Fraud",WBG cross debarment,NULL,NULL,NULL
Ramil Bahadir Oglu Aliyev,Individual,Azerbaijan," Uzbekistan",2022-02-23T00:00,2027-02-10 00:00:00," Fraud",WBG cross debarment,NULL,NULL,NULL
AIM Consultants Limited,Firm,Nigeria," Nigeria",2022-03-16T00:00,Ongoing," Corruption",WBG cross debarment,NULL,NULL,NULL
China CAMC Engineering Co. Ltd.,Firm,China," Pakistan",2022-03-16T00:00,2026-10-26 00:00:00," Fraud",ADB cross debarment,NULL,NULL,NULL
Construtora COESA S.A.,Firm,Brazil," Brazil",2022-03-18T00:00,2025-09-17 00:00:00," Corruption, Collusion",IDB,Debarment w/ conditional release,NRAG,NRA (Negotiated Resolution Agreement)
Coesa Logística e Comercio Exterior S.A.,Firm,Brazil," Brazil",2022-03-18T00:00,2025-09-17 00:00:00," Corruption, Collusion",IDB,Debarment w/ conditional release,NRAG,NRA (Negotiated Resolution Agreement)
OAS Energy GmbH,Firm,Austria," Brazil",2022-03-18T00:00,2025-09-17 00:00:00," Corruption, Collusion",IDB,Debarment w/ conditional release,NRAG,NRA (Negotiated Resolution Agreement)
OAS Energy GmbH - Sucursal Portugal,Firm,Portugal," Brazil",2022-03-18T00:00,2025-09-17 00:00:00," Corruption, Collusion",IDB,Debarment w/ conditional release,NRAG,NRA (Negotiated Resolution Agreement)
Construtora Coesa S.A. - Sucursal Argentina,Firm,Argentina," Brazil",2022-03-18T00:00,2025-09-17 00:00:00," Corruption, Collusion",IDB,Debarment w/ conditional release,NRAG,NRA (Negotiated Resolution Agreement)
Construtora Coesa S.A. - Sucursal Angola,Firm,Angola," Brazil",2022-03-18T00:00,2025-09-17 00:00:00," Corruption, Collusion",IDB,Debarment w/ conditional release,NRAG,NRA (Negotiated Resolution Agreement)
Construtora Coesa S.A. - Sucursal Bolivia,Firm,Bolivia," Brazil",2022-03-18T00:00,2025-09-17 00:00:00," Corruption, Collusion",IDB,Debarment w/ conditional release,NRAG,NRA (Negotiated Resolution Agreement)
Construtora Coesa S.A. - Sucursal Chile,Firm,Chile," Brazil",2022-03-18T00:00,2025-09-17 00:00:00," Corruption, Collusion",IDB,Debarment w/ conditional release,NRAG,NRA (Negotiated Resolution Agreement)
Construtora Coesa S.A. - Sucursal Colombia,Firm,Colombia," Brazil",2022-03-18T00:00,2025-09-17 00:00:00," Corruption, Collusion",IDB,Debarment w/ conditional release,NRAG,NRA (Negotiated Resolution Agreement)
Construtora Coesa S.A. - Sucursal Costa Rica,Firm,Costa Rica," Brazil",2022-03-18T00:00,2025-09-17 00:00:00," Corruption, Collusion",IDB,Debarment w/ conditional release,NRAG,NRA (Negotiated Resolution Agreement)
Construtora Coesa S.A. - Sucursal Equador,Firm,Ecuador," Brazil",2022-03-18T00:00,2025-09-17 00:00:00," Corruption, Collusion",IDB,Debarment w/ conditional release,NRAG,NRA (Negotiated Resolution Agreement)
Construtora Coesa S.A. - Sucursal Guatemala,Firm,Guatemala," Brazil",2022-03-18T00:00,2025-09-17 00:00:00," Corruption, Collusion",IDB,Debarment w/ conditional release,NRAG,NRA (Negotiated Resolution Agreement)
Construtora Coesa S.A. - Sucursal Haiti,Firm,Haiti," Brazil",2022-03-18T00:00,2025-09-17 00:00:00," Corruption, Collusion",IDB,Debarment w/ conditional release,NRAG,NRA (Negotiated Resolution Agreement)
Construtora OAS LLC (Qatar),Firm,Qatar," Brazil",2022-03-18T00:00,2025-09-17 00:00:00," Corruption, Collusion",IDB,Debarment w/ conditional release,NRAG,NRA (Negotiated Resolution Agreement)
Construtora Coesa S.A. - Sucursal Perú,Firm,Peru," Brazil",2022-03-18T00:00,2025-09-17 00:00:00," Corruption, Collusion",IDB,Debarment w/ conditional release,NRAG,NRA (Negotiated Resolution Agreement)
Construtora Coesa S.A. - Sucursal Uruguay,Firm,Uruguay," Brazil",2022-03-18T00:00,2025-09-17 00:00:00," Corruption, Collusion",IDB,Debarment w/ conditional release,NRAG,NRA (Negotiated Resolution Agreement)
Construtora Coesa S.A. - Sucursal Trinidad & Tobago,Firm,Trinidad and Tobago," Brazil",2022-03-18T00:00,2025-09-17 00:00:00," Corruption, Collusion",IDB,Debarment w/ conditional release,NRAG,NRA (Negotiated Resolution Agreement)
Construtora Coesa S.A. - Sucursal Panamá,Firm,Panama," Brazil",2022-03-18T00:00,2025-09-17 00:00:00," Corruption, Collusion",IDB,Debarment w/ conditional release,NRAG,NRA (Negotiated Resolution Agreement)
Coesa Engenharia LTDA - Sucursal Panamá - Coesa,Firm,Panama," Brazil",2022-03-18T00:00,2025-09-17 00:00:00," Corruption, Collusion",IDB,Debarment w/ conditional release,NRAG,NRA (Negotiated Resolution Agreement)
Construtora Coesa S.A. - Sucursal Honduras,Firm,Honduras," Brazil",2022-03-18T00:00,2025-09-17 00:00:00," Corruption, Collusion",IDB,Debarment w/ conditional release,NRAG,NRA (Negotiated Resolution Agreement)
Gandines Sociedad Anónima,Firm,Uruguay," Brazil",2022-03-18T00:00,2025-09-17 00:00:00," Corruption, Collusion",IDB,Debarment w/ conditional release,NRAG,NRA (Negotiated Resolution Agreement)
Contrutora OAS GE S.A.,Firm,Equatorial Guinea," Brazil",2022-03-18T00:00,2025-09-17 00:00:00," Corruption, Collusion",IDB,Debarment w/ conditional release,NRAG,NRA (Negotiated Resolution Agreement)
Construtora OAS Guinee S.A.,Firm,Guinea," Brazil",2022-03-18T00:00,2025-09-17 00:00:00," Corruption, Collusion",IDB,Debarment w/ conditional release,NRAG,NRA (Negotiated Resolution Agreement)
OAS Nacala Limitada,Firm,Mozambique," Brazil",2022-03-18T00:00,2025-09-17 00:00:00," Corruption, Collusion",IDB,Debarment w/ conditional release,NRAG,NRA (Negotiated Resolution Agreement)
Construtora OAS Ghana Limited,Firm,Ghana," Brazil",2022-03-18T00:00,2025-09-17 00:00:00," Corruption, Collusion",IDB,Debarment w/ conditional release,NRAG,NRA (Negotiated Resolution Agreement)
Coesa Engenharia LTDA.,Firm,Brazil," Brazil",2022-03-18T00:00,2025-09-17 00:00:00," Corruption, Collusion",IDB,Debarment w/ conditional release,NRAG,NRA (Negotiated Resolution Agreement)
CP Power East Africa Limited,Firm,Kenya," Kenya, Uganda",2022-03-23T00:00,2025-11-03 00:00:00," Fraud",AfDB cross debarment,NULL,NULL,NULL
Dawit Wondwossen,Individual,Kenya," Kenya, Uganda",2022-03-23T00:00,2025-11-03 00:00:00," Fraud",AfDB cross debarment,NULL,NULL,NULL
Pau Llopart Vidal,Individual,Spain," Panama",2022-03-25T00:00,2032-03-24 00:00:00," Corruption, Fraud",IDB,Debarment,SCOM,Sanctions Committee
Javier Olcina Feliú,Individual,Spain," Panama",2022-03-25T00:00,2031-03-24 00:00:00," Corruption, Fraud",IDB,Debarment,SCOM,Sanctions Committee
Ulife América Central S.A.,Firm,Panama," Panama",2022-03-25T00:00,2030-03-24 00:00:00," Corruption, Fraud",IDB,Debarment,SCOM,Sanctions Committee
Logitrans Logística Engenharia e Transportes Ltda.,Firm,Brazil," Brazil",2022-03-25T00:00,2028-03-24 00:00:00," Collusion",IDB,Debarment,SOFF,Sanctions Officer
Antonio Carlos Marchezetti,Individual,Brazil," Brazil",2022-03-25T00:00,2028-03-24 00:00:00," Collusion",IDB,Debarment,SOFF,Sanctions Officer
Bienes Raíces y Construcciones Nostrot S.A.,Firm,Panama," Panama",2022-03-25T00:00,2031-03-24 00:00:00," Corruption, Fraud",IDB,Debarment,SOFF,Sanctions Officer
Pro-Immobles S.L.,Firm,Spain," Panama",2022-03-25T00:00,2032-03-24 00:00:00," Corruption, Fraud",IDB,Debarment,SOFF,Sanctions Officer
Liberty Construction Limited,Firm,Uganda," Uganda",2017-03-20T00:00,Ongoing," Fraud",AfDB cross debarment,NULL,NULL,NULL
Edmund Mabiro,Individual,Uganda," Uganda",2017-03-20T00:00,Ongoing," Fraud",AfDB cross debarment,NULL,NULL,NULL
Ben David Etcheverry Ergueta,Individual,Bolivia," Bolivia",2022-04-19T00:00,2028-04-18 00:00:00," Corruption, Fraud",IDB,Debarment,SOFF,Sanctions Officer
SoftTech IT Solutions and Services Ltd.,Firm,Nigeria," Nigeria",2022-04-13T00:00,2026-05-28 00:00:00," Corruption",WBG cross debarment,NULL,NULL,NULL
Isah Salihu Kantigi,Individual,Nigeria," Nigeria",2022-04-13T00:00,2027-03-28 00:00:00," Corruption",WBG cross debarment,NULL,NULL,NULL
Dena Rahsaz Construction Co. CJSC,Firm,Iran (Islamic Republic of)," Kazakhstan",2022-04-13T00:00,Ongoing," Fraud",WBG cross debarment,NULL,NULL,NULL
Voith Hydro Shanghai Ltd.,Firm,China," Pakistan",2022-04-28T00:00,2025-02-11 00:00:00," Corruption, Collusion",WBG cross debarment,NULL,NULL,NULL
"PODUVAL, Mohan Krishnan",Individual,Malaysia," India",2022-04-28T00:00,Ongoing," Fraud",ADB cross debarment,NULL,NULL,NULL
Supper Fortuna LLC,Firm,Uzbekistan," Uzbekistan",2022-04-28T00:00,Ongoing," Fraud",WBG cross debarment,NULL,NULL,NULL
Links Allen SARL,Firm,Democratic Republic of the Congo," Democratic Republic of the Congo",2022-04-28T00:00,2026-01-14 00:00:00," Fraud",WBG cross debarment,NULL,NULL,NULL
NiemTin Company Limited,Firm,Vietnam," Vietnam",2022-06-06T00:00,Ongoing," Fraud",WBG cross debarment,NULL,NULL,NULL
M.N. Mallick & Company,Firm,Bangladesh," Bangladesh",2022-06-06T00:00,2025-12-21 00:00:00," Fraud",ADB cross debarment,NULL,NULL,NULL
Mahabub Alam Mallick,Individual,Bangladesh," Bangladesh",2022-06-06T00:00,2025-12-21 00:00:00," Fraud",ADB cross debarment,NULL,NULL,NULL
Kim Chhean Yim,Individual,Cambodia," Cambodia",2022-06-06T00:00,Ongoing," Fraud",ADB cross debarment,NULL,NULL,NULL
"Project Consult Institute PCI Co., Ltd.",Firm,Cambodia," Cambodia",2022-06-06T00:00,Ongoing," Fraud",ADB cross debarment,NULL,NULL,NULL
Pyramid E&C Co. Ltd.,Firm,Cambodia," Cambodia",2022-06-06T00:00,Ongoing," Fraud",ADB cross debarment,NULL,NULL,NULL
Branch of Canada Construction Cooperation Limited,Firm,Cambodia," Cambodia",2022-06-06T00:00,Ongoing," Fraud",ADB cross debarment,NULL,NULL,NULL
Branch of Royal Road Limited,Firm,Cambodia," Cambodia",2022-06-06T00:00,Ongoing," Fraud",ADB cross debarment,NULL,NULL,NULL
"Asian Technical Assistance Co., Ltd.",Firm,Cambodia," Cambodia",2022-06-06T00:00,Ongoing," Fraud",ADB cross debarment,NULL,NULL,NULL
Lukenya Greens Limited,Firm,Kenya," Kenya",2022-07-22T00:00,Ongoing," Fraud",WBG cross debarment,NULL,NULL,NULL
Martin Kuria Kibaara,Individual,Kenya," Kenya",2022-07-22T00:00,Ongoing," Fraud",WBG cross debarment,NULL,NULL,NULL
Eilyen Nallely Delgado Alfaro,Individual,Costa Rica," Panama",2022-07-29T00:00,2033-07-28 00:00:00," Corruption, Fraud",IDB,Debarment,SOFF,Sanctions Officer
"NJS Co., Ltd.",Firm,Japan," Bangladesh",2022-09-16T00:00,2025-09-29 00:00:00," Corruption, Fraud",WBG cross debarment,NULL,NULL,NULL
Mr. Victor Neeplo,Individual,Liberia," Liberia",2022-10-06T00:00,Ongoing," Corruption, Collusion",WBG cross debarment,NULL,NULL,NULL
Rudy Jaya,Individual,Indonesia," Indonesia",2019-10-15T00:00,Ongoing," Fraud",WBG cross debarment,NULL,NULL,NULL
Cao Xuan Tung,Individual,Vietnam," Vietnam",2022-10-14T00:00,2027-10-26 00:00:00," Collusion",WBG cross debarment,NULL,NULL,NULL
Chez Aviv Nigeria Limited,Firm,Nigeria," Nigeria",2022-10-20T00:00,2031-10-03 00:00:00," Corruption, Fraud",WBG cross debarment,NULL,NULL,NULL
Frank John Friday Nnaji,Individual,Nigeria," Nigeria",2022-10-21T00:00,2031-10-03 00:00:00," Corruption, Fraud",WBG cross debarment,NULL,NULL,NULL
Proyectos y Mecanizados Diversos S.A. de C.V.,Firm,El Salvador," El Salvador",2022-10-28T00:00,2027-10-27 00:00:00," Fraud, Collusion",IDB,Debarment,SOFF,Sanctions Officer
Fernando Bladimir Peña Pineda,Individual,El Salvador," El Salvador",2022-10-28T00:00,2027-10-27 00:00:00," Fraud, Collusion",IDB,Debarment,SOFF,Sanctions Officer
Inversiones Atlantic S.A. de C.V.,Firm,El Salvador," El Salvador",2022-10-28T00:00,2037-10-27 00:00:00," Fraud, Collusion",IDB,Debarment,SOFF,Sanctions Officer
Héctor Alfonso Velasco Rivas,Individual,El Salvador," El Salvador",2022-10-28T00:00,2037-10-27 00:00:00," Fraud, Collusion",IDB,Debarment,SOFF,Sanctions Officer
Nelson Alexander Núñez González,Individual,El Salvador," El Salvador",2022-10-28T00:00,2037-10-27 00:00:00," Fraud, Collusion",IDB,Debarment,SOFF,Sanctions Officer
Proyectos Diversos Integrados S.A. de C.V.,Firm,El Salvador," El Salvador",2022-10-28T00:00,2037-10-27 00:00:00," Fraud, Collusion",IDB,Debarment,SOFF,Sanctions Officer
Dagi LLC,Firm,Georgia," Georgia",2020-02-24T00:00,Ongoing," Fraud",WBG cross debarment,NULL,NULL,NULL
"Jiangxi Tengwangge Construction Engineering Group Co., Ltd.",Firm,China," China",2019-10-08T00:00,Ongoing," Fraud",WBG cross debarment,NULL,NULL,NULL
GFCC LLC,Firm,Mongolia," Mongolia",2022-11-11T00:00,2026-07-24 00:00:00," Fraud, Collusion",EBRD cross debarment,NULL,NULL,NULL
Saruul Och LLC,Firm,Mongolia," Mongolia",2022-11-11T00:00,2026-07-24 00:00:00," Fraud, Collusion",EBRD cross debarment,NULL,NULL,NULL
"Somsavanh Chaleun Construction Co., Ltd.",Firm,Lao People's Democratic Republic," Lao People's Democratic Republic",2022-11-11T00:00,2027-07-13 00:00:00," Fraud",ADB cross debarment,NULL,NULL,NULL
Khamky Somchayneuk,Individual,Lao People's Democratic Republic," Lao People's Democratic Republic",2022-11-11T00:00,2027-07-13 00:00:00," Fraud",ADB cross debarment,NULL,NULL,NULL
Gesaworld S.A. / Gesaworld Group S.A.,Firm,Spain," Panama",2022-11-14T00:00,2032-11-13 00:00:00," Corruption, Fraud",IDB,Debarment,SCOM,Sanctions Committee
Gesaworld do Brasil Limitada,Firm,Brazil," Panama",2022-11-14T00:00,2032-11-13 00:00:00," Corruption, Fraud",IDB,Debarment,SCOM,Sanctions Committee
Gesaworld Panamá S.A.,Firm,Panama," Panama",2022-11-14T00:00,2032-11-13 00:00:00," Corruption, Fraud",IDB,Debarment,SCOM,Sanctions Committee
Gesaworld USA Limited Liability Company,Firm,United States of America," Panama",2022-11-14T00:00,2032-11-13 00:00:00," Corruption, Fraud",IDB,Debarment,SCOM,Sanctions Committee
Gesaworld Chile Limitada,Firm,Chile," Panama",2022-11-14T00:00,2032-11-13 00:00:00," Corruption, Fraud",IDB,Debarment,SCOM,Sanctions Committee
Gesaworld México S.A. de C.V.,Firm,Mexico," Panama",2022-11-14T00:00,2032-11-13 00:00:00," Corruption, Fraud",IDB,Debarment,SCOM,Sanctions Committee
Marcelo Daniel Romero,Individual,Argentina," Argentina",2022-11-18T00:00,2029-11-17 00:00:00," Fraud, Collusion",IDB,Debarment,SOFF,Sanctions Officer
Isabel Patricia Carrizo,Individual,Argentina," Argentina",2022-11-18T00:00,2029-11-17 00:00:00," Fraud, Collusion",IDB,Debarment,SOFF,Sanctions Officer
PT. Tubagus Rangin,Firm,Indonesia," Indonesia",2021-05-13T00:00,Ongoing," Fraud",WBG cross debarment,NULL,NULL,NULL
Roser Vicente Ruiz,Individual,Spain," Panama",2022-11-14T00:00,2032-11-13 00:00:00," Corruption, Fraud",IDB,Debarment,SCOM,Sanctions Committee
José Antonio Lázaro Romeu,Individual,Spain," Panama",2022-11-14T00:00,2032-11-13 00:00:00," Corruption, Fraud",IDB,Debarment,SCOM,Sanctions Committee
Pir Azmat Shah & Sons,Firm,Pakistan," Pakistan",2022-11-27T00:00,2028-07-13 00:00:00," Fraud",ADB cross debarment,Debarment,NULL,NULL
Amir Uddin Shah,Individual,Pakistan," Pakistan",2022-11-27T00:00,2028-07-13 00:00:00," Fraud",ADB cross debarment,Debarment,NULL,NULL
Yunus Jalalov,Individual,Uzbekistan," Uzbekistan",2022-11-27T00:00,Ongoing," Fraud",WBG cross debarment,Debarment,NULL,NULL
Carlos Berberán Diez,Individual,Spain," Guyana",2022-11-27T00:00,2025-11-14 00:00:00," Corruption",WBG cross debarment,Debarment,NULL,NULL
AC Oil & Gas SL,Firm,Spain," Guyana",2022-11-27T00:00,2025-11-14 00:00:00," Corruption",WBG cross debarment,Debarment,NULL,NULL
AC Oil & Gas Emirates LLC,Firm,United Arab Emirates," Guyana",2022-11-27T00:00,2025-11-14 00:00:00," Corruption",WBG cross debarment,Debarment,NULL,NULL
Gitto Costruzioni Generali Limited,Firm,Nigeria," Cameroon",2022-12-07T00:00,2026-09-08 00:00:00," Fraud, Obstruction",AfDB cross debarment,NULL,NULL,NULL
U&R Construcciones S.A. de C.V.,Firm,El Salvador," El Salvador",2022-12-13T00:00,2029-12-12 00:00:00," Fraud, Collusion",IDB,Debarment,SOFF,Sanctions Officer
Juan Edgardo Andrade Peñate,Individual,El Salvador," El Salvador",2022-12-13T00:00,2028-12-12 00:00:00," Fraud, Collusion",IDB,Debarment,SOFF,Sanctions Officer
Construcciones de Obras Civiles S.A de C.V..,Firm,El Salvador," El Salvador",2022-12-13T00:00,2028-12-12 00:00:00," Fraud, Collusion",IDB,Debarment,SOFF,Sanctions Officer
Leoncio Antonio Urbina Claros,Individual,El Salvador," El Salvador",2022-12-13T00:00,2029-12-12 00:00:00," Fraud, Collusion",IDB,Debarment,SOFF,Sanctions Officer
MAFAP S.A.,Firm,Argentina," Argentina",2023-01-03T00:00,2030-01-02 00:00:00," Fraud, Collusion",IDB,Debarment,SOFF,Sanctions Officer
Luis Marcelo Rojano,Individual,Argentina," Argentina",2023-01-03T00:00,2030-01-02 00:00:00," Fraud, Collusion",IDB,Debarment,SOFF,Sanctions Officer
Juan Pablo Haddad,Individual,Argentina," Argentina",2023-01-03T00:00,2028-01-02 00:00:00," Collusion",IDB,Debarment,SOFF,Sanctions Officer
Alberto Esteve Aparisi,Individual,Spain," Colombia",2023-01-12T00:00,2026-01-11 00:00:00," Fraud",IDB,Debarment,SCOM,Sanctions Committee
TOO Talap Stroy Service,Firm,Kazakhstan," Kazakhstan",2023-02-15T00:00,2025-11-13 00:00:00," Fraud",EBRD cross debarment,NULL,NULL,NULL
Pham Hong Ha,Individual,Vietnam," Vietnam",2023-02-15T00:00,2028-03-01 00:00:00," Collusion",WBG cross debarment,NULL,NULL,NULL
Zimo Ltd.,Firm,Georgia," Armenia",2023-03-03T00:00,2027-11-07 00:00:00," Fraud",ADB cross debarment,NULL,NULL,NULL
Carlos Alberto de Otero López,Individual,Ecuador," Ecuador",2023-03-03T00:00,2026-04-13 00:00:00," Collusion",WBG cross debarment,NULL,NULL,NULL
Genç İnşaat Limited Şirketi,Firm,Turkey," Albania",2023-03-03T00:00,2026-12-05 00:00:00," Fraud",EBRD cross debarment,NULL,NULL,NULL
Ogon Asu Limited,Firm,Nigeria," Cameroon, Nigeria",2023-03-27T00:00,Ongoing," Fraud, Obstruction",AfDB cross debarment,NULL,NULL,NULL
William Tuku Ogon,Individual,Nigeria," Cameroon, Nigeria",2023-03-27T00:00,Ongoing," Fraud, Obstruction",AfDB cross debarment,NULL,NULL,NULL
Víctor Julio Arias Herrera,Individual,Costa Rica," Costa Rica",2023-03-31T00:00,2026-03-30 00:00:00," Fraud",IDB,Debarment,SCOM,Sanctions Committee
DINAJU S.A.,Firm,Costa Rica," Costa Rica",2023-03-31T00:00,2026-03-30 00:00:00," Fraud",IDB,Debarment,SCOM,Sanctions Committee
"Shaanxi Herui Technology Development Co., Ltd.",Firm,China," China",2023-04-12T00:00,2026-11-22 00:00:00," Fraud",ADB cross debarment,NULL,NULL,NULL
Construcciones y Servicios de Minería Consermin S.A.,Firm,Ecuador," Ecuador",2023-04-20T00:00,2026-02-05 00:00:00," Fraud",WBG cross debarment,NULL,NULL,NULL
"Henan Geological and Mining Construction Engineering (Group) Co., Ltd.",Firm,China," China",2023-05-15T00:00,2026-05-01 00:00:00," Fraud",WBG cross debarment,Debarment,NULL,NULL
Getinsa Ingeniería Vietnam Co. Ltd.,Firm,Vietnam," Vietnam",2023-05-04T00:00,2030-09-28 00:00:00," Corruption, Collusion",WBG cross debarment,Debarment,NULL,NULL
Tran Thi Hoan,Individual,Vietnam," Vietnam",2023-05-04T00:00,2026-02-11 00:00:00," Corruption, Collusion",WBG cross debarment,Debarment,NULL,NULL
Goldsun Investments Company Limited,Firm,Kenya," Kenya",2023-06-01T00:00,Ongoing," Fraud",AfDB cross debarment,Debarment,NULL,NULL
Todini Construzioni Generali S.p.A.,Firm,Italy," Kyrgyzstan",2023-06-01T00:00,2029-11-24 00:00:00," Corruption",ADB cross debarment,Debarment,NULL,NULL
Mr. Bekhruz Gulruzov,Firm,Tajikistan," Kyrgyzstan",2023-06-01T00:00,2027-11-24 00:00:00," Corruption",ADB cross debarment,Debarment,NULL,NULL
"Aksu Geology and Mineral Construction Engineering Co., Ltd. ",Firm,China," China",2023-05-15T00:00,2026-05-01 00:00:00," Fraud",WBG cross debarment,NULL,NULL,NULL
"Ganzhou Jida Construction Engineering Co., Ltd.",Firm,China," China",2023-05-15T00:00,2026-05-01 00:00:00," Fraud",WBG cross debarment,NULL,NULL,NULL
"Henan Geology and Mineral Construction Engineering (Group) Anhui Co., Ltd.",Firm,China," China",2023-05-15T00:00,2026-05-01 00:00:00," Fraud",WBG cross debarment,NULL,NULL,NULL
"Henan Geology and Mineral Construction Engineering (Group) Dalian Municipal Engineering Co., Ltd.",Firm,China," China",2023-05-15T00:00,2026-05-01 00:00:00," Fraud",WBG cross debarment,NULL,NULL,NULL
"Henan Geology and Mineral Group Municipal Engineering Co., Ltd.",Firm,China," China",2023-05-15T00:00,2026-05-01 00:00:00," Fraud",WBG cross debarment,NULL,NULL,NULL
"Henan Geology and Mineral Group Road & Bridge Engineering Co., Ltd.",Firm,China," China",2023-05-15T00:00,2026-05-01 00:00:00," Fraud",WBG cross debarment,NULL,NULL,NULL
"Inner Mongolia Yuanshan Energy Co., Ltd.",Firm,China," China",2023-05-15T00:00,2026-05-01 00:00:00," Fraud",WBG cross debarment,NULL,NULL,NULL
"Inner Mongolia Yuhe Construction Engineering Co., Ltd.",Firm,China," China",2023-05-15T00:00,2026-05-01 00:00:00," Fraud",WBG cross debarment,NULL,NULL,NULL
"Xincai Geology and Mineral Construction Engineering Co., Ltd.",Firm,China," China",2023-05-15T00:00,2026-05-01 00:00:00," Fraud",WBG cross debarment,NULL,NULL,NULL
"Zhuhai Qintian Construction Engineering Co., Ltd.",Firm,China," China",2023-05-15T00:00,2026-05-01 00:00:00," Fraud",WBG cross debarment,NULL,NULL,NULL
Pedro Alejandro Egusquiza Melendez,Individual,Peru," Peru",2023-06-30T00:00,2026-01-29 00:00:00," Fraud",IDB,Debarment,SCOM,Sanctions Committee
Aqua Ril S.A.C.,Firm,Peru," Peru",2023-06-30T00:00,2026-01-29 00:00:00," Fraud",IDB,Debarment,SCOM,Sanctions Committee
"Jiangxi Mingzheng Transformer Equipment Co., Ltd.",Firm,China," Nepal",2023-07-19T00:00,2027-03-24 00:00:00," Fraud",ADB cross debarment,NULL,NULL,NULL
"Jiangxi Mingzheng Intelligent Electrical Co., Ltd.",Firm,China," Nepal",2023-07-19T00:00,2027-03-24 00:00:00," Fraud",ADB cross debarment,NULL,NULL,NULL
"Jiangxi Mingqiang Electric Power Technology Co., Ltd.",Firm,China," Nepal",2023-07-19T00:00,2027-03-24 00:00:00," Fraud",ADB cross debarment,NULL,NULL,NULL
"Jiangxi Mingzheng Transformer Equipment Technology Service Co., Ltd.",Firm,China," Nepal",2023-07-19T00:00,2027-03-24 00:00:00," Fraud",ADB cross debarment,NULL,NULL,NULL
"Jiangxi Mingzheng Technology Synergy Innovation Co., Ltd.",Firm,China," Nepal",2023-07-19T00:00,2027-03-24 00:00:00," Fraud",ADB cross debarment,NULL,NULL,NULL
Proyectos de Ingeniería y Servicios para el Medio Ambiente S.A.S.,Firm,Colombia," Colombia",2023-08-31T00:00,2031-08-31 00:00:00," Fraud",IDB,Debarment,SOFF,Sanctions Officer
Albert Alejandro Ortiz Rincón,Individual,Colombia," Colombia",2023-08-31T00:00,2031-08-31 00:00:00," Fraud",IDB,Debarment,SOFF,Sanctions Officer
Ms. Gloria Beatriz Giraldo Laverde (“Ms. Giraldo”),Individual,Colombia," Colombia",2023-09-19T00:00,2025-11-18 00:00:00," Collusion",WBG cross debarment,Debarment w/ conditional release,NULL,NULL
Beza Consulting Engineers PLC,Firm,Ethiopia," Uganda",2023-09-19T00:00,Ongoing," Fraud",AfDB cross debarment,Debarment w/ conditional release,NULL,NULL
Farad dos Santos Mercês (“FARAD MERCÊS),Individual,Brazil," Brazil",2023-10-31T00:00,2029-10-30 00:00:00," Corruption, Fraud",IDB,Debarment,SCOM,Sanctions Committee
"Futura Distribuidora e Comércio em Geral Eireli (“FUTURA”),",Firm,Brazil," Brazil",2023-10-31T00:00,2028-10-30 00:00:00," Corruption, Fraud",IDB,Debarment,SCOM,Sanctions Committee
F.I. Comércio em Geral Eireli (“F.I. COMÉRCIO”),Firm,Brazil," Brazil",2023-10-31T00:00,2029-10-30 00:00:00," Corruption, Fraud",IDB,Debarment,SCOM,Sanctions Committee
Futura Climatização Distribuidora Comércio e Serviços Ltda. (“FUTURA CLIMATIZAÇÃO”),Firm,Brazil," Brazil",2023-11-01T00:00,2029-10-31 00:00:00," Corruption, Fraud",IDB,Debarment,SCOM,Sanctions Committee
Lucília dos Santos Mercês (“LUCÍLIA MERCÊS”),Individual,Brazil," Brazil",2023-11-01T00:00,2023-11-01 00:00:00," Corruption, Fraud",IDB,Letter of reprimand,SCOM,Sanctions Committee
JLM Distribuidora Comércio e Serviços Eireli (“JLM”),Firm,Brazil," Brazil",2023-11-01T00:00,2029-10-31 00:00:00," Corruption, Fraud",IDB,Debarment,SCOM,Sanctions Committee
Consultores en Ingenieria S.A. de C.V.,Firm,Honduras," Honduras",2023-11-08T00:00,Ongoing," Fraud",WBG cross debarment,Debarment,NULL,NULL
